OrgCode,Unit,CourtType,LocationId,Circuit,District,MainOffice,OfficeName,Url,Phone,Fax,Opens,Closes,LunchStart,LunchEnd,HasPublicLibrary,Longitude,Latitude,Room,BuildingName,BuildingAddress,BuildingCity,BuildingState,BuildingZip,LocationGroup,Address,EJurorUrl,JuryServiceUrl,ECFurl,ECFUrl2,MailBox,MailZip
F08MOWF,FF,"Federal Defenders",1371,08,MOW,0,"Missouri Western Federal Public Defender",http://mow.fd.org,417-873-9022,417-873-9038,,,,,0,-93.282633,37.208835,"Suite 801","Hammons Tower","901 East Saint Louis Street",Springfield,MO,65806-2561,"Hammons Tower","Hammons Tower
901 East Saint Louis Street
Springfield, MO 65806-2561
",,,,,,
F08NEXF,FF,"Federal Defenders",1372,08,NEX,0,"Nebraska Federal Public Defender",http://ne.fd.org,855-664-9214,402-221-7827,,,,,0,-96.699677,40.813652,112,"Robert V. Denney United States Courthouse","100 Centennial Mall North",Lincoln,NE,68508-3803,"Robert V. Denney United States Courthouse","Robert V. Denney United States Courthouse
100 Centennial Mall North
Lincoln, NE 68508-3803
",,,,,,
F08NEXF,FF,"Federal Defenders",1373,08,NEX,1,"Nebraska Federal Public Defender",http://ne.fd.org,402-221-7896,402-221-7884,,,,,0,-95.935848,41.258472,"300 North",,"222 South 15th Street",Omaha,NE,68102-1617,"222 South 15th Street","222 South 15th Street
Omaha, NE 68102-1617
",,,,,,
F08SDXF,FF,"Federal Defenders",1374,08,SDX,0,"North & South Dakota Federal Public Defender",,605-224-0009,605-224-0010,,,,,0,-100.3514078,44.3689498,"3rd Floor",,"101 S Pierre St",Pierre,SD,57501,"101 S Pierre St","101 S Pierre St
Pierre, SD 57501
",,,,,"PO Box 1258",57501
F09AKXF,FF,"Federal Defenders",1377,09,AKX,1,"Alaska Federal Public Defender",http://ak.fd.org,907-646-3400,907-646-3480,,,,,0,-149.886034,61.19521,"Suite 700","Northern Lights","188 W Northern Lights Blvd",Anchorage,AK,99503,"Northern Lights","Northern Lights
188 W Northern Lights Blvd
Anchorage, AK 99503
",,,,,,
F09AZXF,FF,"Federal Defenders",1378,09,AZX,1,"Arizona Federal Public Defender",https://az.fd.org/,602-382-2700,602-382-2800,8:30,5:00,,,0,-112.084230,33.449277,201,,"850 West Adams Street",Phoenix,AZ,85007-2730,"850 West Adams Street","850 West Adams Street
Phoenix, AZ 85007-2730
",,,,,,
F09AZXF,FF,"Federal Defenders",1379,09,AZX,0,"Arizona Federal Public Defender",https://az.fd.org/,520-879-7500,520-879-7600,,,,,0,-110.976914,32.221194,"Suite 501","Congress Plaza","407 West Congress Street",Tucson,AZ,85701-1352,"Congress Plaza","Congress Plaza
407 West Congress Street
Tucson, AZ 85701-1352
",,,,,,
F09CACF,FF,"Federal Defenders",1382,09,CAC,1,"California Central Federal Public Defender",https://www.fpdcdca.org,213-894-2854,213-894-0081,8:00,6:00,,,0,-118.241394,34.049088,,,"321 East Second Street","Los Angeles",CA,90012-4206,"321 East Second Street","321 East Second Street
Los Angeles, CA 90012-4206
",,,,,,
F09CACF,FF,"Federal Defenders",1383,09,CAC,0,"California Central Federal Public Defender",https://www.fpdcdca.org,951-276-6346,951-276-6368,8:00,5:00,,,0,-117.375785,33.982518,"Suite 700","Riverside Metro Center","3801 University Avenue",Riverside,CA,92501-3229,"Riverside Metro Center","Riverside Metro Center
3801 University Avenue
Riverside, CA 92501-3229
",,,,,,
F09CACF,FF,"Federal Defenders",1384,09,CAC,0,"California Central Federal Public Defender",https://www.fpdcdca.org,714-338-4500,714-338-4520,8:00,5:00,,,0,-117.871029,33.747996,7110,"Ronald Reagan Federal Building and United States Courthouse","411 West Fourth Street","Santa Ana",CA,92701,"Ronald Reagan Federal Building and United States Courthouse","Ronald Reagan Federal Building and United States Courthouse
411 West Fourth Street
Santa Ana, CA 92701
",,,,,,
F09CAEF,FF,"Federal Defenders",1387,09,CAE,0,"California Eastern Federal Public Defender",http://www.cae-fpd.org,559-487-5561,559-487-5950,,,,,0,-119.787031,36.736054,"Suite 330",,"2300 Tulare Street",Fresno,CA,93721-2232,"2300 Tulare Street","2300 Tulare Street
Fresno, CA 93721-2232
",,,,,,
F09CAEF,FF,"Federal Defenders",1388,09,CAE,1,"California Eastern Federal Public Defender",http://www.cae-fpd.org,916-498-5700,916-498-5710,,,,,0,-121.495612,38.582130,"3rd Floor",,"801 I Street",Sacramento,CA,95814-2510,"801 I Street","801 I Street
Sacramento, CA 95814-2510
",,,,,,
F09CANF,FF,"Federal Defenders",1390,09,CAN,0,"California Northern Federal Public Defender",ndcalfpd.org/,510-637-3500,510-637-3507,8:30,5:00,,,0,-122.27399,37.805147,"Suite 1350N","Ronald V. Dellums Federal Building","1301 Clay Street",Oakland,CA,94612-5217,"Ronald V. Dellums Federal Building","Ronald V. Dellums Federal Building
1301 Clay Street
Oakland, CA 94612-5217
",,,,,,
F09CANF,FF,"Federal Defenders",1391,09,CAN,1,"California Northern Federal Public Defender",ndcalfpd.org/,415-436-7700,415-436-7706,,,,,0,-122.418020,37.781353,"Suite 19-6884","Phillip Burton United States Courthouse","450 Golden Gate Avenue","San Francisco",CA,94102-3434,"Phillip Burton United States Courthouse","Phillip Burton United States Courthouse
450 Golden Gate Avenue
San Francisco, CA 94102-3434
",,,,,"Internal Box 36106",94102-3434
F09CANF,FF,"Federal Defenders",1392,09,CAN,0,"California Northern Federal Public Defender",ndcalfpd.org/,408-291-7753,408-291-7399,8:30,5:00,,,0,-121.889976,37.331998,"Suite 820",,"55 S Market St","San Jose",CA,95113,"55 S Market St","55 S Market St
San Jose, CA 95113
",,,,,,
F09GUXF,FF,"Federal Defenders",1394,09,GUX,1,"Guam Federal Public Defenders",,671-472-7111,671-472-7120,8:00,5:00,12:00,1:00,0,144.7644639,13.47631361,501,"First Hawaiian Bank Building","400 Route 8","Mong Mong",GU,96910-2003,"First Hawaiian Bank Building","First Hawaiian Bank Building
400 Route 8
Mong Mong, GU 96910-2003
",,,,,,
F09HIXF,FF,"Federal Defenders",1395,09,HIX,1,"Hawaii Federal Public Defender",,808-541-2521,808-541-3545,,,,,0,-157.863250,21.302462,"Suite 7-104","Prince Kuhio Federal Building","300 Ala Moana Boulevard",Honolulu,HI,96850-0001,"Prince Kuhio Federal Building","Prince Kuhio Federal Building
300 Ala Moana Boulevard
Honolulu, HI 96850-0001
",,,,,,
F09NVXF,FF,"Federal Defenders",1396,09,NVX,1,"Nevada Federal Public Defender",,702-388-6577,702-388-6261,,,,,0,-115.1453153,36.1638899,"S 2 4 5",,"411 East Bonneville Avenue, Ste 250","Las Vegas",NV,89101-6632,"411 East Bonneville Avenue, Ste 250","411 East Bonneville Avenue, Ste 250
Las Vegas, NV 89101-6632
",,,,,,
F09NVXF,FF,"Federal Defenders",1397,09,NVX,0,"Nevada Federal Public Defender",,775-321-8451,775-784-5369,,,,,0,-119.811697,39.523196,100,,"200 S Virginia St",Reno,NV,89501,"200 S Virginia St","200 S Virginia St
Reno, NV 89501
",,,,,,
F09ORXF,FF,"Federal Defenders",1399,09,ORX,0,"Oregon Federal Public Defender",http://or.fd.org,541-465-6937,541-465-6975,,,,,0,-123.092617,44.050341,200,,"859 Willamette Street",Eugene,OR,97401,"859 Willamette Street","859 Willamette Street
Eugene, OR 97401
",,,,,,
F09ORXF,FF,"Federal Defenders",1400,09,ORX,0,"Oregon Federal Public Defender",http://or.fd.org,541-776-3630,541-776-3624,,,,,0,-122.8800070,42.3230190,,,"15 Newtown Road",Medford,OR,97501,"15 Newtown Road","15 Newtown Road
Medford, OR 97501
",,,,,,
F09ORXF,FF,"Federal Defenders",1401,09,ORX,1,"Oregon Federal Public Defender",http://or.fd.org,503-326-2123,503-326-5524,8:00,5:00,,,0,-122.675537,45.515210,1700,"One Main Place","101 Southwest Main Street",Portland,OR,97204-3228,"One Main Place","One Main Place
101 Southwest Main Street
Portland, OR 97204-3228
",,,,,,
F09WAWF,FF,"Federal Defenders",1402,09,WAW,1,"Washington Western Federal Public Defender",http://www.waw.fd.org,206-553-1100,206-553-0120,,,,,0,-122.336496,47.611749,700,"Westlake Center Office Tower","1601 Fifth Avenue",Seattle,WA,98101,"Westlake Center Office Tower","Westlake Center Office Tower
1601 Fifth Avenue
Seattle, WA 98101
",,,,,,
F09WAWF,FF,"Federal Defenders",1403,09,WAW,0,"Washington Western Federal Public Defender",http://www.waw.fd.org,253-593-6710,253-593-6714,,,,,0,-122.439346,47.249822,400,"Sound Credit Union Building","1331 Broadway",Tacoma,WA,98402,"Sound Credit Union Building","Sound Credit Union Building
1331 Broadway
Tacoma, WA 98402
",,,,,,
F10COXF,FF,"Federal Defenders",1404,10,COX,0,"Colorado Federal Public Defender",http://cofpd.org,307-772-2781,307-772-2788,,,,,0,-104.815464,41.132664,31-A,,"214 West Lincolnway",Cheyenne,WY,82001,"214 West Lincolnway","214 West Lincolnway
Cheyenne, WY 82001
",,,,,,
F10COXF,FF,"Federal Defenders",1405,10,COX,1,"Colorado Federal Public Defender",http://cofpd.org,303-294-7002,303-294-1192,,,,,0,-104.990429,39.745635,"Suite 1000","Interstate Tower","633 17th Street",Denver,CO,80202-3660,"Interstate Tower","Interstate Tower
633 17th Street
Denver, CO 80202-3660
",,,,,,
F10KSXF,FF,"Federal Defenders",1406,10,KSX,0,"Kansas Federal Public Defender",http://ks.fd.org/,913-551-6712,913-551-6562,,,,,0,-94.621414,39.116554,201,"Robert J. Dole United States Courthouse","500 State Avenue","Kansas City",KS,66101-2441,"Robert J. Dole United States Courthouse","Robert J. Dole United States Courthouse
500 State Avenue
Kansas City, KS 66101-2441
",,,,,,
F10KSXF,FF,"Federal Defenders",1407,10,KSX,1,"Kansas Federal Public Defender",http://ks.fd.org/,785-232-9828,785-232-9886,,,,,0,-95.674463,39.051706,200,,"117 SW 6th Avenue",Topeka,KS,66603,"117 SW 6th Avenue","117 SW 6th Avenue
Topeka, KS 66603
",,,,,,
F10KSXF,FF,"Federal Defenders",1408,10,KSX,0,"Kansas Federal Public Defender",http://ks.fd.org/,316-269-6445,316-269-6175,,,,,0,-97.338203,37.689795,850,"Epic Center","301 North Main Street",Wichita,KS,67202-4800,"Epic Center","Epic Center
301 North Main Street
Wichita, KS 67202-4800
",,,,,,
F10NMXF,FF,"Federal Defenders",1409,10,NMX,1,"New Mexico Federal Public Defender",http://nm.fd.org/,505-346-2489,505-346-2494,,,,,0,-106.646880,35.090802,"Suite 501","First State Bank Building","111 Lomas Boulevard, N.W.",Albuquerque,NM,87102,"First State Bank Building","First State Bank Building
111 Lomas Boulevard, N.W.
Albuquerque, NM 87102
",,,,,,
F10NMXF,FF,"Federal Defenders",1410,10,NMX,0,"New Mexico Federal Public Defender",http://nm.fd.org/,575-527-6930,575-527-6933,,,,,0,-106.777627,32.305871,"Suite 400","Wells Fargo Bank Building","506 South Main Street","Las Cruces",NM,88001,"Wells Fargo Bank Building","Wells Fargo Bank Building
506 South Main Street
Las Cruces, NM 88001
",,,,,,
F10OKNF,FF,"Federal Defenders",1411,10,OKN,1,"Oklahoma Northern Federal Public Defender",http://okn.fd.org,918-581-7656,918-581-7630,,,,,0,-95.991201,36.153395,"Suite 1225","Williams Center Tower 1","One West Third Street",Tulsa,OK,74103,"Williams Center Tower 1","Williams Center Tower 1
One West Third Street
Tulsa, OK 74103
",,,,,,
F10OKWF,FF,"Federal Defenders",1412,10,OKW,1,"Oklahoma Western Federal Public Defender",,405-609-5930,405-609-5932,8:00,5:00,,,0,-97.516564,35.470866,109,"Old Post Office Building","215 Dean A. McGee Avenue","Oklahoma City",OK,73102,"Old Post Office Building","Old Post Office Building
215 Dean A. McGee Avenue
Oklahoma City, OK 73102
",,,,,,
F10UTXF,FF,"Federal Defenders",1414,10,UTX,1,"Utah Federal Public Defender",http://ut.fd.org/ufd/home.html,801-524-4010,801-524-4023,,,,,0,-111.892432,40.762819,"Suite 110","American Towers","46 West Broadway","Salt Lake City",UT,84101-2028,"American Towers","American Towers
46 West Broadway
Salt Lake City, UT 84101-2028
",,,,,,
F11FLMF,FF,"Federal Defenders",1415,11,FLM,0,"Florida Middle Federal Public Defender",http://flm.fd.org,239-334-0397,239-334-4109,8:30,5:00,,,0,-81.87619,26.640053,300,,"2075 West First Street","Fort Myers",FL,33901,"2075 West First Street","2075 West First Street
Fort Myers, FL 33901
",,,,,,
F11FLMF,FF,"Federal Defenders",1416,11,FLM,0,"Florida Middle Federal Public Defender",http://flm.fd.org,904-232-3039,904-232-1937,,,,,0,-81.660428,30.327586,1240,"BB&T Tower","200 West Forsyth Street",Jacksonville,FL,32202,"BB&T Tower","BB&T Tower
200 West Forsyth Street
Jacksonville, FL 32202
",,,,,,
F11FLMF,FF,"Federal Defenders",1417,11,FLM,0,"Florida Middle Federal Public Defender",http://flm.fd.org,352-351-9157,352-351-9162,,,,,0,-82.1349865,29.1871682,"Suite 202",,"203 E Silver Springs Blvd",Ocala,FL,34470,"203 E Silver Springs Blvd","203 E Silver Springs Blvd
Ocala, FL 34470
",,,,,,
F11FLMF,FF,"Federal Defenders",1418,11,FLM,0,"Florida Middle Federal Public Defender",http://flm.fd.org,407-648-6338,407-648-6765,,,,,0,-81.378960,28.540305,300,,"201 South Orange Avenue",Orlando,FL,32801-3413,"201 South Orange Avenue","201 South Orange Avenue
Orlando, FL 32801-3413
",,,,,,
F11FLMF,FF,"Federal Defenders",1419,11,FLM,1,"Florida Middle Federal Public Defender",http://flm.fd.org,813-228-2715,813-228-2562,,,,,0,-82.458764,27.947344,2700,"Park Tower Building","400 North Tampa Street",Tampa,FL,33602,"Park Tower Building","Park Tower Building
400 North Tampa Street
Tampa, FL 33602
",,,,,,
F11FLNF,FF,"Federal Defenders",1420,11,FLN,0,"Florida Northern Federal Public Defender",http://www.fln.fd.org,352-373-5823,352-373-7644,,,,,0,-82.323759,29.649653,112,"Sun Center East","101 Southeast Second Place",Gainesville,FL,32602,"Sun Center East","Sun Center East
101 Southeast Second Place
Gainesville, FL 32602
",,,,,,
F11FLNF,FF,"Federal Defenders",1421,11,FLN,0,"Florida Northern Federal Public Defender",http://www.fln.fd.org,850-432-1418,850-434-3855,,,,,0,-87.215432,30.412798,200,"The Blount Building","3 West Garden Street",Pensacola,FL,32502-5641,"The Blount Building","The Blount Building
3 West Garden Street
Pensacola, FL 32502-5641
",,,,,,
F11FLNF,FF,"Federal Defenders",1422,11,FLN,1,"Florida Northern Federal Public Defender",http://www.fln.fd.org,850-942-8818,850-942-8809,,,,,0,-84.284355,30.443898,4200,"City Centre Building","227 North Bronough Street",Tallahassee,FL,32301,"City Centre Building","City Centre Building
227 North Bronough Street
Tallahassee, FL 32301
",,,,,,
F11FLSF,FF,"Federal Defenders",1423,11,FLS,0,"Florida Southern Federal Public Defender",,954-356-7436,954-356-7556,,,,,0,-80.143494,26.122341,1100,"South Trust Tower","One East Broward Boulevard","Fort Lauderdale",FL,33301,"South Trust Tower","South Trust Tower
One East Broward Boulevard
Fort Lauderdale, FL 33301
",,,,,,
F11FLSF,FF,"Federal Defenders",1424,11,FLS,0,"Florida Southern Federal Public Defender",,772-489-2123,772-489-3997,,,,,0,-80.3239012,27.4476894,,,"109 North Second Street","Fort Pierce",FL,34950,"109 North Second Street","109 North Second Street
Fort Pierce, FL 34950
",,,,,,
F11FLSF,FF,"Federal Defenders",1425,11,FLS,1,"Florida Southern Federal Public Defender",,305-536-6900,305-530-7120,,,,,0,-80.196983,25.774045,1500,"Museum Tower Building","150 West Flagler Street",Miami,FL,33130,"Museum Tower Building","Museum Tower Building
150 West Flagler Street
Miami, FL 33130
",,,,,,
F11FLSF,FF,"Federal Defenders",1426,11,FLS,0,"Florida Southern Federal Public Defender",,561-833-6288,561-247-7094,,,,,0,-80.0646358,26.7128557,400,,"250 S Australian Ave","West Palm Beach",FL,33401,"250 S Australian Ave","250 S Australian Ave
West Palm Beach, FL 33401
",,,,,,
FDCDCXF,FF,"Federal Defenders",1427,DC,DCX,1,"District of Columbia Federal Public Defender",http://dc.fd.org,202-208-7500,202-208-7515,,,,,0,-77.020421,38.894251,"Suite 550",,"625 Indiana Avenue, N.W.",Washington,DC,20004,"625 Indiana Avenue, N.W.","625 Indiana Avenue, N.W.
Washington, DC 20004
",,,,,,
IXXXXXC,IC,,1428,OC,OC5,1,"United States Court of International Trade",http://www.cit.uscourts.gov,212-264-2800,212-264-4138,,,,,0,-73.195704,40.7596105,,"James L. Watson US Court of International Trade Building","1 Federal Plaza","New York",NY,10278-0001,"James L. Watson US Court of International Trade Building","James L. Watson US Court of International Trade Building
1 Federal Plaza
New York, NY 10278-0001
",,,,,,
MXXXXXC,MC,,1429,OC,OC6,1,"Judicial Panel On Multidistrict Litigation",http://www.jpml.uscourts.gov,202-502-2800,202-502-2888,,,,,0,-77.005158,38.896536,G-255,"Thurgood Marshall Federal Judiciary Building","One Columbus Circle, N.E.",Washington,DC,20544,"Thurgood Marshall Federal Judiciary Building","Thurgood Marshall Federal Judiciary Building
One Columbus Circle, N.E.
Washington, DC 20544
",,,,,,20002
PXXXXXC,PC,,1431,FC,,1,"Federal Circuit Court of Appeals",https://www.cafc.uscourts.gov,202-275-8000,202-275-9678,,,,,0,-77.035154,38.899021,,"Howard T. Markey National Courts Building","717 Madison Place, N.W.",Washington,DC,20439,"Howard T. Markey National Courts Building","Howard T. Markey National Courts Building
717 Madison Place, N.W.
Washington, DC 20439
",,,,,,
B03PAMC,BC,"Bankruptcy Court",1441,03,PAM,0,"Pennsylvania Middle Bankruptcy Court",http://www.pamb.uscourts.gov,570-831-2500,570-829-0249,,,,,0,-75.888460,41.242190,274,"Max Rosenn United States Courthouse","197 South Main Street","Wilkes Barre",PA,18701-1500,"Max Rosenn United States Courthouse","Max Rosenn United States Courthouse
197 South Main Street
Wilkes Barre, PA 18701-1500
",,,https://ecf.pamb.uscourts.gov,,,
D08MNXP,DP,"Probation/Pretrial Services",1442,08,MNX,0,"Minnesota Probation Office",http://www.mnp.uscourts.gov/,651-848-1250,651-848-1255,,,,,0,-93.089724,44.946253,"Suite 600","Warren E. Burger Federal Building","316 North Robert Street","St. Paul",MN,55101,"Warren E. Burger Federal Building","Warren E. Burger Federal Building
316 North Robert Street
St. Paul, MN 55101
",,,,,,
F04NCMF,FF,"Federal Defenders",1443,04,NCM,0,"North Carolina Middle Federal Public Defender",,336-631-5278,336-631-5280,,,,,0,-80.243896,36.097109,"Suite 849","Hiram H. Ward Federal Building and United States Courthouse","251 North Main Street","Winston Salem",NC,27101,"Hiram H. Ward Federal Building and United States Courthouse","Hiram H. Ward Federal Building and United States Courthouse
251 North Main Street
Winston Salem, NC 27101
",,,,,,
F04WVNF,FF,"Federal Defenders",1444,04,WVN,1,"West Virginia Northern Federal Public Defender",http://wvn.fd.org/,304-622-3823,304-622-4631,,,,,0,-80.337861,39.280240,360,"Huntington National Bank Building","230 West Pike Street",Clarksburg,WV,26301,"Huntington National Bank Building","Huntington National Bank Building
230 West Pike Street
Clarksburg, WV 26301
",,,,,,
D08MNXC,DC,"District Court",1445,08,MNX,0,"Minnesota District Court",http://www.mnd.uscourts.gov,218-739-5758,218-739-5325,,,,,0,-96.074085,46.283309,205,"United States Courthouse","118 South Mill Street","Fergus Falls",MN,56537,"United States Courthouse","United States Courthouse
118 South Mill Street
Fergus Falls, MN 56537
",https://ejuror1.uscourts.gov/ejuror-mnd/TransportRoom?servlet=login,http://www.mnd.uscourts.gov/juryinfo/jury.shtml,https://ecf.mnd.uscourts.gov,,,
D09CASP,DP,"Probation/Pretrial Services",1452,09,CAS,0,"California Southern Probation Office",http://www.casp.uscourts.gov,619-409-5100,619-422-4669,,,,,0,-117.0773964,32.6343362,"Suite 500","Gateway - Chula Vista","303 H Street","Chula Vista",CA,91910-5501,"Gateway - Chula Vista","Gateway - Chula Vista
303 H Street
Chula Vista, CA 91910-5501
",,,,,,
D02NYNC,DC,"District Court",1466,02,NYN,0,"New York Northern District Court",http://www.nynd.uscourts.gov/,518-247-4501,518-247-4502,,,,,0,-73.4522616,44.6953806,"3rd Floor",,"14 Durkee Street",Plattsburgh,NY,12901,"14 Durkee Street","14 Durkee Street
Plattsburgh, NY 12901
",https://ejuror2.uscourts.gov/ejuror-nynd/TransportRoom?servlet=login,http://www.nynd.uscourts.gov/jury-info,https://ecf.nynd.uscourts.gov,,,
D04MDXC,DC,"District Court",1472,04,MDX,0,"Maryland District Court",http://www.mdd.uscourts.gov,410-749-7500,410-749-7509,,,,,0,-75.598292,38.365598,,"Maude R. Toulson Federal Building","209 East Main Street",Salisbury,MD,21801-4920,"Maude R. Toulson Federal Building","Maude R. Toulson Federal Building
209 East Main Street
Salisbury, MD 21801-4920
",https://ejuror2.uscourts.gov/ejuror-mdd/TransportRoom?servlet=login,http://www.mdd.uscourts.gov/jury,https://ecf.mdd.uscourts.gov,,,
D05TXEP,DP,"Probation/Pretrial Services",1549,05,TXE,0,"Texas Eastern Probation Office",http://www.txep.uscourts.gov,903-566-9790,903-566-2782,,,,,0,-95.265989,32.329096,340,"Tanglewood Center East","1700 South Southeast Loop 323",Tyler,TX,75701,"Tanglewood Center East","Tanglewood Center East
1700 South Southeast Loop 323
Tyler, TX 75701
",,,,,,
D04NCEC,DC,"District Court",1555,04,NCE,0,"North Carolina Eastern District Court",http://www.nced.uscourts.gov,252-638-8534,252-638-1529,,,,,0,-77.039602,35.108437,207,"United States Post Office and Courthouse","413 Middle Street","New Bern",NC,28560,"United States Post Office and Courthouse","United States Post Office and Courthouse
413 Middle Street
New Bern, NC 28560
",https://ejuror2.uscourts.gov/ejuror-nced/TransportRoom?servlet=login,http://www.nced.uscourts.gov/jurors/default.aspx,https://ecf.nced.uscourts.gov,,,
D05TXWP,DP,"Probation/Pretrial Services",1556,05,TXW,0,"Texas Western Probation Office",http://www.txwp.uscourts.gov,254-778-7204,254-778-1789,,,,,0,-97.365647,31.062645,113,"Marlandwood Central","1005 Marlandwood",Temple,TX,76502,"Marlandwood Central","Marlandwood Central
1005 Marlandwood
Temple, TX 76502
",,,,,,
D04MDXP,DP,"Probation/Pretrial Services",1557,04,MDX,0,"Maryland Probation Office",http://www.mdp.uscourts.gov/,410-962-4820,,8:30,5:00,,,0,-76.615146,39.287730,1625,"Edward A. Garmatz Federal Building and United States Courthouse","101 West Lombard Street",Baltimore,MD,21201-2605,"Edward A. Garmatz Federal Building and United States Courthouse","Edward A. Garmatz Federal Building and United States Courthouse
101 West Lombard Street
Baltimore, MD 21201-2605
",,,,,,
D04MDXP,DP,"Probation/Pretrial Services",1558,04,MDX,0,"Maryland Probation Office",http://www.mdp.uscourts.gov/,301-344-0375,,8:30,5:00,,,0,-76.894151,39.011022,110,"United States Courthouse","6500 Cherrywood Lane",Greenbelt,MD,20770,"United States Courthouse","United States Courthouse
6500 Cherrywood Lane
Greenbelt, MD 20770
",,,,,,
F01MAXF,FF,"Federal Defenders",1573,01,MAX,0,"Massachusetts Federal Public Defender",,401-528-4281,401-528-4284,,,,,0,-71.409661,41.824868,"3rd Floor",,"10 Weybosset Street",Providence,RI,02903,"10 Weybosset Street","10 Weybosset Street
Providence, RI 02903
",,,,,,
D11FLSP,DP,"Probation/Pretrial Services",1574,11,FLS,0,"Florida Southern Probation Office",http://www.flsp.uscourts.gov/,305-512-1800,305-512-1827,,,,,0,-80.327797,25.906074,"1st Floor","Miami Lakes Business Park West","14601 Oak Lane",Miami,FL,33016-1515,"Miami Lakes Business Park West","Miami Lakes Business Park West
14601 Oak Lane
Miami, FL 33016-1515
",,,,,,
D11FLSP,DP,"Probation/Pretrial Services",1576,11,FLS,0,"Florida Southern Probation Office",http://www.flsp.uscourts.gov/,305-259-1300,305-259-1359,,,,,0,-80.4034140,25.6482660,"Suite 200","Southern Centre","12900 S.W. 128 Street",Miami,FL,33186-6274,"Southern Centre","Southern Centre
12900 S.W. 128 Street
Miami, FL 33186-6274
",,,,,,
F05MSSF,FF,"Federal Defenders",1593,05,MSS,0,"Mississippi Southern Federal Public Defender",,228-865-1202,228-867-1907,,,,,0,-89.093100,30.368229,"Suite 902","Hancock Bank Plaza","2510 14th Street",Gulfport,MS,39501,"Hancock Bank Plaza","Hancock Bank Plaza
2510 14th Street
Gulfport, MS 39501
",,,,,,
D09CAEC,DC,"District Court",1614,09,CAE,0,"California Eastern District Court",http://www.caed.uscourts.gov,530-246-5416,530-246-5419,,,,,0,-122.362630,40.564076,,,"2986 Bechelli Lane",Redding,CA,96002-1903,"2986 Bechelli Lane","2986 Bechelli Lane
Redding, CA 96002-1903
",https://ejuror1.uscourts.gov/ejuror-caed/TransportRoom?servlet=login,http://www.caed.uscourts.gov/caednew/index.cfm/jury-info/,https://ecf.caed.uscourts.gov,,,
D10NMXP,DP,"Probation/Pretrial Services",1615,10,NMX,0,"New Mexico Probation Office",https://www.nmpp.uscourts.gov,505-726-1660,505-726-1664,,,,,0,-108.764753,35.532932,"T 10",,"909 Metro Avenue",Gallup,NM,87301,"909 Metro Avenue","909 Metro Avenue
Gallup, NM 87301
",,,,,,
F07ILCF,FF,"Federal Defenders",1616,07,ILC,0,"Illinois Central Federal Public Defender",,217-373-0666,217-373-0667,,,,,0,-88.209676,40.112480,,,"300 West Main Street",Urbana,IL,61801-2624,"300 West Main Street","300 West Main Street
Urbana, IL 61801-2624
",,,,,,
D09CACC,DC,"District Court",1656,09,CAC,0,"California Central District Court",https://www.cacd.uscourts.gov,213-894-1565,213-894-6860,,,,,0,-118.240922,34.053430,181,"Edward R. Roybal Federal Building and Courthouse","255 East Temple Street","Los Angeles",CA,90012-3332,"Edward R. Roybal Federal Building and Courthouse","Edward R. Roybal Federal Building and Courthouse
255 East Temple Street
Los Angeles, CA 90012-3332
",https://ejuror1.uscourts.gov/ejuror-cacd/TransportRoom?servlet=login,https://www.cacd.uscourts.gov/jurors,https://ecf.cacd.uscourts.gov,,,
F06MIWF,FF,"Federal Defenders",1672,06,MIW,0,"Michigan Western Federal Public Defender",,906-226-3050,906-226-3499,,,,,0,-87.413,46.545,"Suite 104",,"925 W Washington St",Marquette,MI,49855,"925 W Washington St","925 W Washington St
Marquette, MI 49855
",,,,,,
D05MSSP,DP,"Probation/Pretrial Services",1677,05,MSS,0,"Mississippi Southern Probation Office",http://www.mssp.uscourts.gov,228-563-1850,228-871-6246,,,,,0,-89.086253,30.369329,,"Dan M. Russell, Jr. U S Courthouse Annex","2010 15th Street",Gulfport,MS,39501,"Dan M. Russell, Jr. U S Courthouse Annex","Dan M. Russell, Jr. U S Courthouse Annex
2010 15th Street
Gulfport, MS 39501
",,,,,,
D11ALNC,DC,"District Court",1702,11,ALN,0,"Alabama Northern District Court",http://www.alnd.uscourts.gov,256-236-4170,256-237-1783,,,,,0,-85.829796,33.658825,"2nd Floor","United States Courthouse","1129 Noble Street",Anniston,AL,36201,"United States Courthouse","United States Courthouse
1129 Noble Street
Anniston, AL 36201
",https://ejuror2.uscourts.gov/ejuror-alnd/TransportRoom?servlet=login,https://www.alnd.uscourts.gov/welcome-jury-duty-0,https://ecf.alnd.uscourts.gov,,"PO Box 820",26202
D02NYSC,DC,"District Court",1708,02,NYS,0,"New York Southern District Court",http://www.nysd.uscourts.gov,212-805-0136,212-805-0389,,,,,0,-74.003043,40.713993,120,"Thurgood Marshall United States Courthouse","40 Centre Street","New York",NY,10007-1501,"Thurgood Marshall United States Courthouse","Thurgood Marshall United States Courthouse
40 Centre Street
New York, NY 10007-1501
",https://ejuror2.uscourts.gov/ejuror-nysd/TransportRoom?servlet=login,http://www.nysd.uscourts.gov/jury.php,https://ecf.nysd.uscourts.gov,,,
